tamilnadu,south,north
632505,532127,176082
632505,532148,176082
632506,532148,176082
632506,532148,176083
632506,532168,176083
632507,532168,176083
632507,532168,176084
632508,532168,176084
632509,532168,176084
632510,532168,176084
632510,532185,176084
632510,532186,176084
632511,532186,176084
632511,532186,176085
632512,532186,176085
632512,532186,176086
632513,532186,176086
632514,532186,176086
632514,532190,176086
632514,532190,176087
632515,532190,176087
632515,532195,176087
632516,532195,176087
632516,532195,176088
632517,532195,176088
632518,532195,176088
632519,532195,176088
632520,532195,176088
632520,532195,176089
632520,532201,176089
632521,532201,176089
632521,532201,176090
632531,532201,176090
632531,532203,176090
632601,532203,176090
632601,532203,176091
632601,532203,176092
632601,532203,176093
632602,532203,176093
632603,532203,176093
632603,532203,176094
632604,532203,176094
632604,532203,176095
632604,532211,176095
635001,532211,176096
635001,532212,176096
635002,532212,176096
635002,532213,176096
635002,532213,176097
635002,532213,176098
635002,532213,176101
635002,532214,176101
635101,532214,176101
635101,532215,176101
635101,532215,176102
635101,532215,176103
635101,532216,176103
635101,532218,176103
635102,532218,176103
635102,532218,176107
635102,532219,176107
635102,532220,176107
635103,532220,176107
635103,532220,176108
635104,532220,176108
635104,532220,176109
635104,532221,176109
635104,532221,176110
635104,532221,176111
635104,532222,176111
635104,532222,176115
635104,532242,176115
635104,532242,176125
635105,532242,176125
635105,532243,176125
635105,532263,176125
635105,532263,176128
635106,532263,176128
635106,532264,176128
635106,532264,176200
635107,532264,176200
635107,532284,176200
635107,532290,176200
635107,532290,176201
635107,532291,176201
635107,532292,176201
635107,532292,176202
635107,532312,176202
635108,532312,176202
635108,532312,176203
635109,532312,176203
635109,532322,176203
635109,532322,176204
635109,532401,176204
635110,532401,176204
635110,532402,176204
635110,532402,176205
635110,532403,176205
635111,532403,176205
635111,532403,176206
635111,532404,176206
635112,532404,176206
635112,532405,176206
635112,532406,176206
635112,532407,176206
635112,532407,176207
635112,532407,176208
635112,532408,176208
635113,532408,176208
635113,532409,176208
635113,532409,176209
635113,532409,176210
635113,532410,176210
635113,532421,176210
635114,532421,176210
635115,532421,176210
635115,532421,176211
635115,532425,176211
635115,532425,176213
635115,532425,176214
635115,532426,176214
635115,532426,176215
635116,532426,176215
635116,532426,176216
635116,532427,176216
635116,532427,176217
635116,532428,176217
635116,532429,176217
635117,532429,176217
635117,532430,176217
635117,532430,176218
635117,532430,176219
635117,532430,176225
635117,532432,176225
635117,532432,176301
635117,532440,176301
635118,532440,176301
635118,532443,176301
635118,532443,176302
635118,532445,176302
635119,532445,176302
635119,532455,176302
635120,532455,176302
635120,532456,176302
635120,532456,176303
635120,532457,176303
635121,532457,176303
635121,532458,176303
635121,532458,176304
635121,532458,176305
635121,532459,176305
635121,532459,176306
635122,532459,176308
635122,532460,176308
635123,532460,176308
635123,532460,176309
635123,532461,176309
635123,532462,176309
635124,532462,176309
635124,532474,176309
635126,532474,176309
635130,532474,176309
635130,532474,176310
635130,532484,176310
635130,533001,176310
635130,533002,176310
635130,533003,176310
635130,533004,176310
635201,533005,176310
635201,533006,176310
635201,533016,176310
635201,533101,176310
635201,533102,176310
635202,533102,176310
635202,533103,176310
635202,533104,176310
635202,533105,176310
635202,533106,176310
635202,533107,176310
635202,533124,176310
635202,533125,176310
635202,533126,176310
635202,533201,176310
635202,533210,176310
635202,533211,176310
635202,533212,176310
635202,533213,176310
635202,533214,176310
635202,533215,176310
635202,533216,176310
635202,533217,176310
635202,533218,176310
635202,533220,176310
635203,533220,176310
635203,533221,176310
635203,533222,176310
635203,533223,176310
635203,533228,176310
635203,533229,176310
635203,533232,176310
635203,533233,176310
635203,533234,176310
635203,533235,176310
635203,533236,176310
635203,533237,176310
635203,533238,176310
635203,533239,176310
635203,533240,176310
635203,533240,176311
635203,533241,176311
635203,533242,176311
635203,533244,176311
635203,533247,176311
635203,533248,176311
635204,533248,176311
635204,533249,176311
635204,533250,176311
635204,533251,176311
635204,533252,176311
635204,533253,176311
635204,533254,176311
635204,533255,176311
635204,533256,176311
635204,533260,176311
635204,533261,176311
635204,533262,176311
635205,533262,176311
635205,533262,176312
635205,533263,176312
635205,533264,176312
635205,533274,176312
635205,533284,176312
635205,533285,176312
635205,533285,176313
635205,533286,176313
635205,533287,176313
635205,533288,176313
635206,533288,176313
635206,533288,176314
635206,533289,176314
635206,533290,176314
635206,533291,176314
635206,533292,176314
635206,533293,176314
635207,533293,176314
635207,533294,176314
635207,533294,176315
635207,533295,176315
635207,533296,176315
635207,533297,176315
635207,533305,176315
635207,533306,176315
635207,533307,176315
635207,533308,176315
635207,533309,176315
635207,533339,176315
635207,533340,176315
635207,533341,176315
635301,533341,176315
635301,533342,176315
635301,533343,176315
635301,533343,176316
635301,533344,176316
635301,533345,176316
635301,533346,176316
635301,533347,176316
635302,533347,176316
635302,533348,176316
635302,533351,176316
635303,533351,176316
635303,533352,176316
635304,533352,176316
635304,533401,176316
635305,533401,176316
635305,533406,176316
635305,533407,176316
635305,533408,176316
635305,533428,176316
635306,533428,176316
635307,533428,176316
635307,533429,176316
635307,533430,176316
635307,533430,176317
635307,533430,176318
635307,533431,176318
635307,533432,176318
635307,533433,176318
635307,533434,176318
635601,533434,176318
635602,533434,176318
635602,533435,176318
635602,533435,176319
635602,533436,176319
635651,533436,176319
635651,533436,176320
635651,533437,176320
635652,533437,176320
635652,533440,176320
635652,533444,176320
635652,533445,176320
635652,533446,176320
635652,533446,176321
635652,533447,176321
635652,533448,176321
635652,533449,176321
635653,533449,176321
635653,533450,176321
635653,533461,176321
635653,533462,176321
635653,533462,176323
635654,533462,176323
635654,533463,176323
635654,533464,176323
635654,533468,176323
635655,533468,176323
635655,533483,176323
635701,533483,176323
635701,533483,176324
635702,533483,176324
635702,533577,176324
635702,534001,176324
635702,534002,176324
635702,534003,176324
635703,534003,176324
635703,534004,176324
635703,534005,176324
635703,534006,176324
635703,534007,176324
635703,534101,176324
635703,534102,176324
635703,534111,176324
635703,534112,176324
635703,534122,176324
635703,534123,176324
635703,534124,176325
635703,534126,176325
635703,534134,176325
635703,534145,176325
635703,534146,176325
635703,534156,176325
635703,534156,176326
635703,534165,176326
635703,534166,176326
635710,534166,176326
635710,534176,176326
635710,534186,176326
635710,534195,176326
635710,534196,176326
635710,534196,176401
635710,534197,176401
635710,534198,176401
635710,534199,176401
635710,534201,176401
635710,534202,176401
635710,534204,176401
635710,534206,176401
635710,534207,176401
635710,534208,176401
635710,534209,176401
635710,534210,176401
635710,534211,176401
635710,534211,176402
635710,534215,176402
635710,534216,176402
635710,534217,176402
635751,534217,176402
635751,534218,176402
635751,534222,176402
635751,534222,176403
635751,534225,176403
635751,534227,176403
635751,534230,176403
635751,534235,176403
635752,534235,176403
635752,534236,176403
635752,534237,176403
635752,534238,176403
635752,534239,176403
635752,534240,176403
635752,534243,176403
635754,534243,176403
635754,534244,176403
635754,534245,176501
635754,534247,176501
635754,534250,176501
635754,534260,176501
635754,534260,176502
635754,534265,176502
635754,534265,176601
635754,534266,176601
635754,534267,176601
635754,534268,176601
635754,534269,176601
635801,534269,176601
635801,534269,177001
635801,534275,177001
635801,534280,177001
635801,534281,177001
635801,534301,177001
635802,534301,177001
635802,534302,177001
635802,534305,177001
635803,534305,177001
635803,534311,177001
635804,534311,177001
635804,534312,177001
635804,534312,177005
635804,534312,177006
635804,534312,177007
635804,534313,177007
635804,534315,177020
635805,534315,177020
635805,534316,177020
635805,534318,177020
635805,534320,177020
635805,534324,177020
635805,534326,177020
635805,534327,177020
635805,534328,177020
635805,534328,177021
635805,534329,177021
635806,534329,177021
635806,534330,177022
635806,534331,177022
635806,534338,177022
635806,534340,177022
635806,534340,177023
635806,534341,177023
635806,534342,177023
635806,534342,177024
635806,534350,177024
635806,534401,177024
635807,534401,177024
635807,534406,177024
635808,534406,177024
635808,534406,177025
635808,534411,177025
635808,534416,177025
635809,534425,177025
635809,534425,177026
635809,534426,177026
635810,534426,177026
635810,534427,177026
635810,534427,177027
635810,534432,177027
635810,534435,177027
635810,534435,177028
635810,534437,177028
635810,534437,177029
635810,534442,177029
635810,534447,177029
635810,534448,177029
635811,534448,177029
635811,534448,177031
635811,534449,177031
635811,534449,177033
635811,534450,177033
635812,534450,177033
635812,534451,177033
635812,534451,177034
635813,534451,177034
635813,534452,177034
635813,534452,177038
635814,534452,177038
635814,534455,177038
635815,534455,177038
635815,534455,177039
635815,534456,177039
635815,534456,177040
635815,534460,177040
635851,534460,177040
635851,534460,177041
635851,534461,177041
635851,534462,177041
635852,534462,177041
635852,534462,177042
635852,534467,177042
635852,534475,177042
635852,534475,177043
635852,535001,177043
635852,535002,177043
635852,535003,177043
635853,535003,177043
635853,535004,177043
635853,535005,177044
635854,535005,177044
635854,535006,177044
635854,535006,177045
635854,535101,177045
635854,535101,177048
635854,535102,177048
635901,535102,177048
635901,535124,177048
635901,535125,177048
635901,535125,177101
635901,535125,177103
635901,535125,177104
635901,535126,177104
636001,535126,177104
636002,535126,177105
636003,535126,177105
636004,535126,177105
636005,535126,177105
636005,535128,177105
636006,535128,177106
636007,535128,177106
636008,535128,177106
636008,535128,177107
636009,535128,177107
636010,535128,177108
636010,535145,177108
636010,535145,177109
636010,535145,177110
636011,535145,177110
636012,535145,177110
636012,535145,177111
636013,535145,177111
636014,535145,177112
636014,535145,177113
636014,535145,177114
636015,535145,177114
636016,535145,177114
636030,535145,177114
636101,535145,177114
636101,535148,177117
636101,535160,177118
636101,535160,177119
636101,535161,177119
636101,535161,177201
636101,535183,177201
636102,535183,177201
636102,535183,177202
636103,535183,177202
636103,535183,177203
636104,535183,177203
636104,535204,177203
636104,535204,177204
636104,535213,177204
636104,535214,177204
636104,535215,177204
636105,535215,177204
636105,535216,177204
636106,535216,177204
636106,535217,177204
636106,535217,177205
636106,535217,177206
636106,535217,177207
636106,535218,177207
636106,535218,177208
636106,535218,177209
636106,535218,177210
636107,535218,177210
636107,535220,177210
636107,535221,177210
636108,535221,177210
636108,535240,177210
636108,535240,177211
636108,535250,177211
636108,535260,177211
636108,535260,177212
636108,535260,177213
636108,535270,177213
636108,535270,177219
636108,535270,177220
636108,535270,177301
636108,535273,177301
636109,535273,177301
636109,535273,177401
636110,535273,177401
636110,535280,177401
636110,535281,177401
636110,535281,177501
636110,535463,177501
636111,535463,177501
636111,535463,177601
636111,535463,180001
636111,535463,180002
636111,535501,180002
636111,535502,180002
636111,535502,180003
636111,535521,180003
636111,535521,180004
636111,535521,180005
636111,535521,180006
636111,535521,180007
636112,535521,180009
636112,535521,180010
636112,535521,180011
636112,535521,180012
